ID_CLIENTE VALOR_PAGO HORAPAGO FECHAPAGO
475819103 113919.0 10:42:18 1-8-2016
966340097 354072.0 13:40:55 20-6-2016
892276049 43147.5 20:45:19 24-4-2016
469406952 19246.0 16:5:38 18-4-2016
364867853 276834.0 11:11:7 1-5-2016
488472566 51751.0 7:57:31 16-7-2016
445888697 31207.67 19:1:22 24-6-2016
251129923 32138.1 11:39:50 28-5-2016
60949477 69123.0 16:40:39 5-8-2016
558836795 34728.33 7:23:55 29-7-2016
296913860 63810.75 13:15:59 26-4-2016
341083918 28839.0 17:35:23 5-6-2016
53714374 59597.5 19:48:30 9-7-2016
435521936 147969.0 20:9:47 29-5-2016
135991380 36427.0 16:53:5 3-8-2016
45085409 30653.5 7:16:38 6-5-2016
122983070 51505.5 18:45:51 26-6-2016
703765028 112374.0 8:27:12 8-8-2016
263778187 48267.43 8:48:18 6-5-2016
67550462 258429.0 21:13:51 31-6-2016
851524601 33410.62 17:50:23 16-6-2016
166583289 49736.57 12:34:16 19-6-2016
42704401 30014.73 11:23:10 16-4-2016
599622970 24256.64 19:30:11 26-5-2016
168379389 121712.0 13:3:54 17-4-2016
649631912 37831.0 13:9:35 26-5-2016
814022397 151398.0 10:32:27 26-8-2016
185257771 45504.0 20:18:0 16-8-2016
619971072 346782.0 8:34:2 31-7-2016
530638605 52728.86 11:40:48 22-4-2016
446336083 25397.73 20:14:4 9-4-2016
664303436 34269.33 17:27:9 17-8-2016
372101277 39087.0 13:51:58 12-6-2016
494049656 24882.82 13:17:35 3-7-2016
348897668 23543.73 21:57:4 28-5-2016
197218548 30169.25 15:34:27 9-5-2016
370025220 26544.0 21:35:53 27-4-2016
308050897 292497.0 11:55:16 6-6-2016
716011114 18709.25 8:6:39 25-8-2016
508746586 80589.0 19:48:25 18-8-2016
573886783 41468.14 21:32:52 9-5-2016
451316148 80173.0 15:45:39 4-4-2016
952055933 26096.33 17:23:32 1-5-2016
134348792 20369.5 17:52:28 8-4-2016
82049619 81139.8 11:51:54 18-6-2016
60949477 69123.0 15:30:48 18-4-2016
276565936 70697.4 12:22:6 17-4-2016
780077761 36803.67 11:2:18 30-8-2016
914468156 270927.0 13:27:48 5-6-2016
577887086 35284.0 21:4:10 24-8-2016
55682784 26753.67 15:4:35 11-4-2016
280596776 24738.55 13:5:48 11-8-2016
565427280 129529.5 8:2:38 25-4-2016
93906401 240408.0 18:21:12 3-7-2016
966855654 161596.5 21:57:10 29-6-2016
244509074 62466.0 17:4:51 31-8-2016
681162567 46435.0 16:33:31 26-7-2016
450042786 115476.0 18:45:36 3-4-2016
524488624 50143.0 16:31:2 9-5-2016
140763639 116191.5 11:20:44 23-6-2016
166583289 49736.57 19:6:2 10-8-2016
787780386 170094.0 10:28:16 4-7-2016
15143964 32206.88 13:24:58 18-8-2016
484859093 56766.0 8:31:17 17-4-2016
498922959 26069.25 7:35:30 31-4-2016
235219253 156865.5 12:32:4 11-6-2016
871145392 54455.0 11:23:24 31-6-2016
45085409 30653.5 19:37:3 24-8-2016
822075465 275640.0 14:27:14 11-7-2016
70466517 20445.55 10:27:55 15-5-2016
136802199 28819.88 11:39:53 11-6-2016
108517504 100540.0 13:20:34 25-4-2016
159179846 22037.73 15:52:26 9-6-2016
640440716 27261.0 7:25:39 24-4-2016
650586950 55648.71 20:33:31 2-6-2016
348897668 23543.73 17:7:5 3-8-2016
598601133 32819.62 18:51:21 11-4-2016
714724048 44854.71 12:35:43 10-7-2016
887300148 101156.0 17:10:53 18-6-2016
960272512 34446.3 20:6:57 18-7-2016
456569200 61936.2 10:2:19 5-6-2016
794859839 74084.25 12:10:25 24-6-2016
228907719 360531.0 21:20:26 15-7-2016
765313223 30832.5 20:20:24 25-5-2016
143712451 58549.2 8:3:29 22-6-2016
570031242 83301.0 10:19:3 24-8-2016
407967780 39777.43 13:36:13 6-4-2016
694443933 69095.0 13:52:34 13-5-2016
325495892 335376.0 17:24:40 25-6-2016
356515542 83972.0 10:6:41 14-5-2016
185257771 45504.0 20:26:10 1-8-2016
707582085 36407.57 17:2:3 20-5-2016
745536637 24542.0 16:49:27 19-6-2016
267776193 45439.29 7:21:38 2-5-2016
488472566 51751.0 8:41:7 30-4-2016
53714374 59597.5 16:53:44 14-4-2016
852376705 75296.0 11:56:19 13-4-2016
256818021 57971.4 18:22:22 21-5-2016
774770034 39284.33 7:11:40 4-4-2016
492274431 76937.0 21:45:8 2-7-2016
51733832 34920.38 11:39:55 1-7-2016
522781145 27974.75 14:31:31 20-8-2016
845999139 248229.0 12:21:17 12-7-2016
694443933 69095.0 18:13:51 16-8-2016
811264095 119439.0 12:25:25 10-7-2016
516618976 138514.5 16:44:29 10-5-2016
476831348 23987.7 19:45:17 20-4-2016
435521936 147969.0 8:1:13 21-6-2016
910602459 40246.5 9:11:18 26-8-2016
958232470 114238.5 18:9:26 20-8-2016
104537961 22705.91 12:56:36 4-8-2016
729984981 78568.5 9:16:38 28-7-2016
402755145 77644.5 13:50:28 7-5-2016
509427215 68425.5 18:5:21 2-8-2016
121899525 47984.4 14:24:24 7-6-2016
510721647 33339.6 9:28:54 18-8-2016
921740715 41642.33 12:50:15 26-5-2016
851524601 33410.62 13:26:54 5-7-2016
342716648 34556.62 21:53:37 14-5-2016
104537961 22705.91 13:5:47 12-6-2016
434888064 66887.25 16:33:26 23-8-2016
501965937 20482.64 14:51:38 19-4-2016
454933185 51381.43 13:59:38 9-8-2016
664303436 34269.33 17:14:23 12-8-2016
522781145 27974.75 13:15:28 5-7-2016
742953713 42085.71 15:56:21 9-5-2016
342877562 202335.0 18:23:21 6-7-2016
416088463 29957.7 15:10:12 27-8-2016
249232509 29099.1 12:23:2 8-4-2016
929987158 74211.0 19:55:45 29-4-2016
477528259 40041.0 14:7:11 21-7-2016
67919554 50649.6 15:44:26 5-4-2016
943376262 153166.5 14:19:56 2-7-2016
138196873 25243.09 14:15:2 29-7-2016
940955863 26487.0 20:17:32 30-5-2016
898198206 67344.0 17:17:41 5-7-2016
348897668 23543.73 16:12:53 18-4-2016
872883605 23257.25 15:37:20 19-6-2016
323413900 27554.4 17:22:22 28-8-2016
793154960 69325.5 12:31:48 31-4-2016
856740877 73980.75 16:44:22 18-8-2016
544099704 341049.0 20:5:41 29-5-2016
310139635 212217.0 20:13:16 31-5-2016
952055933 26096.33 15:6:9 19-5-2016
295826813 53845.8 14:26:21 27-8-2016
76312011 176151.0 17:44:10 31-5-2016
827907551 49636.8 18:45:9 8-6-2016
738182856 52390.5 12:56:46 19-8-2016
798203400 68907.6 13:30:13 8-7-2016
484859093 56766.0 7:6:58 12-5-2016
342716648 34556.62 17:52:17 11-5-2016
935174101 42436.5 8:5:27 8-5-2016
309146476 56454.0 9:31:29 12-6-2016
454933185 51381.43 11:7:26 5-5-2016
460868759 36757.12 18:58:39 16-8-2016
244509074 62466.0 20:14:5 24-5-2016
313673816 27942.27 11:43:54 25-5-2016
935981990 46598.62 20:48:9 14-7-2016
812716020 23919.0 19:45:20 17-5-2016
746181993 121378.0 15:43:5 2-4-2016
387596345 25115.4 7:42:31 6-6-2016
726687657 30867.55 20:6:41 10-7-2016
162047625 26587.67 9:53:11 3-4-2016
700394232 235992.0 19:3:58 8-5-2016
620751123 32161.0 9:31:39 2-5-2016
359887841 90715.5 20:19:11 5-8-2016
289207111 34435.12 12:53:49 30-5-2016
179753477 30204.9 13:11:33 1-5-2016
786771593 58098.0 9:11:31 26-5-2016
132218319 42993.6 11:47:35 15-4-2016
27165538 27146.25 19:49:15 20-4-2016
518024185 159714.0 11:36:34 28-6-2016
863154562 33000.0 20:30:45 3-5-2016
366429983 39191.33 12:32:21 30-7-2016
95254148 41641.0 17:41:39 13-4-2016
995876190 44632.5 12:40:3 23-6-2016
82341547 92754.0 16:6:45 21-6-2016
609266062 64723.2 18:39:23 13-5-2016
532788298 28194.9 16:42:49 21-4-2016
530638605 52728.86 14:29:13 25-6-2016
122983070 51505.5 11:44:42 28-8-2016
850983377 27319.25 19:48:29 1-6-2016
729984981 78568.5 21:49:34 16-8-2016
342600107 81900.0 13:40:58 17-8-2016
660925908 115377.0 20:11:55 20-4-2016
337696452 22807.25 20:3:47 17-7-2016
450042786 115476.0 18:29:40 11-6-2016
145588642 20635.0 15:33:11 18-7-2016
897781123 67066.8 19:58:55 26-4-2016
14649719 19829.5 8:19:21 13-5-2016
422979991 79378.5 8:46:16 16-8-2016
674604134 24565.09 19:18:38 2-7-2016
684672149 261543.0 13:38:10 23-6-2016
584251904 54564.6 9:26:2 18-5-2016
633115998 80820.75 17:59:51 10-8-2016
910602459 40246.5 9:10:4 9-4-2016
89645969 20541.75 8:49:30 12-8-2016
806090411 28105.75 14:32:39 2-8-2016
312283733 32824.29 17:26:42 13-5-2016
45085409 30653.5 21:1:24 15-6-2016
557012457 64614.75 11:57:4 4-4-2016
166583289 49736.57 12:54:22 26-7-2016
129543927 33675.75 17:45:42 8-8-2016
972385532 37942.88 12:26:55 11-5-2016
132218319 42993.6 16:34:18 21-6-2016
27673302 380046.0 13:41:5 5-7-2016
83983974 27260.67 15:7:58 13-8-2016
370025220 26544.0 7:32:6 17-4-2016
83983974 27260.67 15:53:8 15-8-2016
525233969 212805.0 13:46:17 30-5-2016
61064435 135249.0 17:38:32 27-8-2016
996668478 324735.0 11:6:37 13-6-2016
457795714 57773.5 18:28:22 7-8-2016
276565936 70697.4 18:49:15 17-4-2016
537169150 39189.5 20:45:41 9-5-2016
37292591 22065.3 21:50:54 7-5-2016
682450428 41965.71 21:36:36 12-6-2016
336760315 68461.0 10:49:5 4-4-2016
874951635 60087.0 11:59:36 17-7-2016
253912441 48349.88 16:34:10 30-8-2016
728995345 252600.0 21:12:14 3-5-2016
617975535 342702.0 16:45:14 16-6-2016
359887841 90715.5 11:12:8 18-4-2016
419074655 49906.71 8:2:6 15-4-2016
856655617 24272.25 21:41:49 24-4-2016
609266062 64723.2 13:29:37 6-8-2016
119024900 141811.5 17:28:54 25-8-2016
672993275 129390.0 13:46:7 12-4-2016
410353269 24907.67 16:37:43 8-6-2016
85246458 26287.75 17:48:8 11-5-2016
34652472 31053.6 9:12:28 14-4-2016
342600107 81900.0 17:1:8 19-8-2016
995876190 44632.5 11:26:8 7-5-2016
129543927 33675.75 11:54:43 1-7-2016
123197691 25248.0 10:12:26 29-7-2016
445888697 31207.67 10:4:8 12-5-2016
54494282 16760.0 21:36:47 15-6-2016
421247354 144357.0 15:4:32 29-7-2016
510721647 33339.6 8:5:9 17-4-2016
325951979 49309.2 19:56:35 7-5-2016
885075047 167800.5 21:42:7 10-8-2016
121779435 125122.5 11:53:43 10-5-2016
67919554 50649.6 14:26:10 4-5-2016
892276049 43147.5 12:15:5 17-6-2016
858363696 39978.33 11:12:56 8-5-2016
818605792 86334.0 17:39:17 18-7-2016
130362238 41938.5 7:37:33 27-5-2016
272372549 21912.0 21:32:7 21-6-2016
710876312 69267.75 7:13:20 14-8-2016
119024900 141811.5 9:13:14 12-5-2016
960272512 34446.3 15:37:11 15-8-2016
892276049 43147.5 18:0:31 6-8-2016
573886783 41468.14 18:17:28 4-8-2016
880634370 80852.4 18:23:6 9-5-2016
498922959 26069.25 14:9:48 2-5-2016
135929715 68649.75 17:0:23 26-4-2016
764871238 61325.25 10:30:53 20-5-2016
162999178 25529.33 18:8:8 23-4-2016
858493317 39729.38 11:38:39 30-5-2016
320355944 26012.25 10:27:31 7-8-2016
84672662 57909.6 17:36:25 13-6-2016
50662782 74083.5 7:9:44 14-5-2016
822881739 103103.0 13:48:2 24-7-2016
510721647 33339.6 20:4:52 17-7-2016
297410728 31393.09 10:56:3 27-8-2016
510721647 33339.6 13:32:45 25-8-2016
55682784 26753.67 14:21:56 27-7-2016
929987158 74211.0 14:52:59 6-6-2016
422979991 79378.5 13:1:56 6-6-2016
686645356 29658.0 11:40:39 23-5-2016
442566640 41482.0 21:52:53 13-6-2016
943871305 18795.27 10:13:24 9-6-2016
392142738 42352.29 7:46:36 14-7-2016
249232509 29099.1 10:28:19 26-4-2016
344641690 38723.14 21:36:24 10-7-2016
983820238 35395.12 16:48:38 8-6-2016
457795714 57773.5 9:55:6 10-5-2016
82341547 92754.0 18:44:24 6-8-2016
382820573 37724.25 8:12:18 14-5-2016
547729164 26725.33 19:23:5 1-6-2016
599622970 24256.64 21:59:9 15-7-2016
472871874 34435.33 21:35:45 4-8-2016
61064435 135249.0 10:56:11 30-6-2016
131850356 25600.8 12:53:22 24-7-2016
294903465 68647.8 14:37:26 28-7-2016
253912441 48349.88 7:47:28 25-8-2016
851524601 33410.62 19:23:29 8-7-2016
874951635 60087.0 18:49:21 11-7-2016
630694025 42808.29 11:23:5 6-5-2016
577887086 35284.0 18:36:57 26-7-2016
153671046 24918.0 9:26:9 31-4-2016
372958696 59966.0 12:15:19 1-4-2016
410353269 24907.67 15:9:58 24-6-2016
320355944 26012.25 9:0:6 3-5-2016
516618976 138514.5 9:25:1 23-8-2016
616830009 58191.0 17:2:30 1-5-2016
197218548 30169.25 19:46:45 6-6-2016
253912441 48349.88 19:26:11 17-7-2016
746181993 121378.0 9:39:41 27-8-2016
547729164 26725.33 7:18:13 22-6-2016
726687657 30867.55 21:47:1 23-8-2016
843477294 44991.75 7:13:8 12-8-2016
598601133 32819.62 7:59:29 8-4-2016
428585639 86036.0 12:32:36 4-4-2016
816816751 38169.43 7:18:44 12-4-2016
280298030 296217.0 21:44:43 5-8-2016
544040500 154428.0 15:51:10 7-5-2016
255817939 35730.0 20:22:27 27-7-2016
940964926 45522.86 16:1:13 6-8-2016
976771785 25330.09 9:10:35 14-8-2016
18415605 22057.12 21:31:33 24-6-2016
320355944 26012.25 13:17:15 22-4-2016
409175985 40694.57 20:0:3 27-6-2016
204507111 37284.38 16:41:54 19-6-2016
95345995 49588.0 14:28:49 13-7-2016
916853305 77846.0 16:36:58 19-7-2016
570420800 27369.0 16:58:32 9-7-2016
3919365 64881.0 19:10:49 11-5-2016
37292591 22065.3 19:11:47 2-4-2016
982933297 54199.5 14:32:46 2-7-2016
938700356 56521.8 8:54:51 8-7-2016
34652472 31053.6 17:54:59 26-6-2016
518894000 34002.27 11:8:12 20-6-2016
176921728 69392.25 19:32:29 17-8-2016
872883605 23257.25 14:41:27 23-7-2016
212344405 19669.09 16:6:5 6-4-2016
586717466 312597.0 12:41:21 14-4-2016
983820238 35395.12 21:24:59 19-7-2016
486405893 23627.73 8:19:55 4-7-2016
792186887 34624.0 10:15:58 21-8-2016
558836795 34728.33 10:17:44 21-5-2016
92823931 123877.5 7:48:46 8-6-2016
212344405 19669.09 7:31:7 29-7-2016
323413900 27554.4 20:24:11 17-4-2016
956878888 53250.86 8:27:45 25-5-2016
30522615 278301.0 9:50:7 6-7-2016
45105376 63773.25 10:3:16 27-5-2016
313673816 27942.27 13:6:32 4-5-2016
428585639 86036.0 14:6:15 20-6-2016
777909525 32483.33 11:35:10 25-8-2016
969717552 32373.27 10:36:14 1-8-2016
895804797 312825.0 16:41:39 18-6-2016
309146476 56454.0 7:35:8 6-7-2016
596381290 28246.33 19:38:4 10-7-2016
577887086 35284.0 10:50:19 16-4-2016
885075047 167800.5 9:57:12 30-7-2016
372958696 59966.0 20:8:13 14-4-2016
935340252 25927.5 12:17:49 24-4-2016
104589104 27026.18 8:13:46 12-8-2016
646724574 43497.5 7:21:26 25-8-2016
920985775 23935.2 16:41:44 19-8-2016
726687657 30867.55 13:56:30 25-4-2016
324038869 31672.36 16:6:55 5-7-2016
851524601 33410.62 7:50:57 31-7-2016
935981990 46598.62 20:4:7 30-6-2016
36272816 32852.1 12:49:59 18-8-2016
104537961 22705.91 12:25:55 18-6-2016
567199960 27711.0 10:17:17 20-5-2016
51733832 34920.38 8:45:31 6-8-2016
360278518 61476.0 20:11:39 7-4-2016
249232509 29099.1 13:1:53 13-8-2016
558836795 34728.33 13:11:8 26-7-2016
488472566 51751.0 20:50:22 20-8-2016
966855654 161596.5 17:27:36 9-8-2016
573886783 41468.14 14:33:11 14-7-2016
557012457 64614.75 9:59:40 13-8-2016
447667670 47904.86 14:18:1 26-7-2016
925793987 33155.62 16:22:46 7-6-2016
774770034 39284.33 21:39:49 4-8-2016
798203400 68907.6 12:0:2 28-4-2016
54494282 16760.0 11:17:52 18-6-2016
337696452 22807.25 18:48:40 18-7-2016
111578518 77825.25 8:46:8 30-4-2016
35873879 46401.43 10:53:35 5-6-2016
874521832 42627.5 17:13:47 8-8-2016
715425137 61985.4 14:26:47 4-6-2016
732954929 41450.0 18:20:15 3-5-2016
121899525 47984.4 10:37:40 9-8-2016
697482391 21179.75 13:31:48 29-4-2016
708542930 137568.0 11:16:20 15-7-2016
272372549 21912.0 12:17:6 20-5-2016
652118007 84386.0 10:33:9 30-7-2016
54259237 35466.75 20:53:34 4-7-2016
372958696 59966.0 12:50:9 12-7-2016
13290950 23565.75 18:25:39 11-7-2016
548441076 45260.4 16:41:58 7-6-2016
276565936 70697.4 7:53:0 24-8-2016
972385532 37942.88 7:8:43 11-8-2016
251129923 32138.1 18:52:6 29-7-2016
736072241 96054.0 11:33:15 30-5-2016
54494282 16760.0 14:27:10 31-4-2016
55682784 26753.67 15:2:36 31-7-2016
143712451 58549.2 15:29:24 22-5-2016
530638605 52728.86 14:7:4 25-5-2016
768978534 24987.6 20:50:17 31-4-2016
383135310 35108.67 14:33:55 14-8-2016
996623439 28466.0 11:15:32 27-4-2016
70466517 20445.55 14:32:5 21-5-2016
806090411 28105.75 10:43:51 11-5-2016
42704401 30014.73 16:52:55 7-8-2016
457831680 31848.0 10:41:21 28-6-2016
121899525 47984.4 11:55:51 13-4-2016
299558099 30342.33 16:37:36 9-8-2016
798280714 113356.5 15:48:8 23-4-2016
948589048 123028.5 14:37:52 7-6-2016
732038119 34945.5 18:43:49 18-4-2016
121899525 47984.4 10:14:16 17-6-2016
640440716 27261.0 20:21:59 8-5-2016
104589104 27026.18 15:0:26 19-5-2016
664303436 34269.33 14:24:18 3-4-2016
188381152 50980.88 18:8:40 11-8-2016
900172677 47066.57 15:9:24 31-7-2016
35873879 46401.43 9:56:19 6-4-2016
189548986 71212.2 15:21:51 20-6-2016
342600107 81900.0 16:19:47 29-5-2016
504825762 108606.0 11:43:4 2-8-2016
79363998 139782.0 10:57:21 8-6-2016
522781145 27974.75 15:27:50 22-4-2016
420855802 50251.29 21:27:47 18-8-2016
664303436 34269.33 9:53:48 5-8-2016
320355944 26012.25 17:10:18 14-5-2016
682450428 41965.71 15:48:30 17-4-2016
457831680 31848.0 10:47:59 10-7-2016
853532589 26279.1 17:35:0 30-4-2016
983820238 35395.12 7:48:13 4-8-2016
153671046 24918.0 18:8:59 11-8-2016
941001255 57796.5 13:31:25 14-7-2016
598242496 24948.9 16:42:35 9-4-2016
584251904 54564.6 13:4:53 20-5-2016
764013444 52491.0 11:55:8 2-4-2016
45105376 63773.25 10:2:21 29-5-2016
525027948 26473.2 12:11:59 23-6-2016
887527347 90249.0 14:11:36 25-8-2016
530638605 52728.86 17:32:0 5-7-2016
589137258 18877.5 18:52:26 29-5-2016
69861755 127776.0 14:9:22 21-6-2016
263174066 53168.4 15:0:10 30-5-2016
792186887 34624.0 21:14:1 4-7-2016
677794287 42672.0 10:19:17 26-8-2016
246110039 122085.0 15:36:0 2-4-2016
886165738 71931.0 9:1:21 30-6-2016
716011114 18709.25 11:36:57 1-7-2016
60949477 69123.0 10:39:53 10-4-2016
974000779 259839.0 10:41:55 21-7-2016
898198206 67344.0 13:49:59 29-8-2016
325951979 49309.2 21:2:50 20-6-2016
715425137 61985.4 14:48:44 25-5-2016
513195925 46102.5 16:38:30 8-5-2016
814421611 53962.8 14:19:20 4-6-2016
135991380 36427.0 13:34:21 9-7-2016
457795714 57773.5 14:31:0 21-4-2016
899291762 37714.67 13:7:2 22-5-2016
935981990 46598.62 13:39:42 9-4-2016
356515542 83972.0 16:43:2 7-6-2016
270148450 54435.0 19:6:39 2-6-2016
95254148 41641.0 19:57:52 30-4-2016
572462874 110094.0 15:14:35 1-4-2016
111567748 24113.18 18:59:15 17-8-2016
156837155 40733.25 16:13:28 6-5-2016
706930802 45879.6 15:22:47 14-8-2016
636336754 30528.25 14:16:0 26-8-2016
352946993 37253.25 17:6:54 17-7-2016
259650655 58051.2 8:35:41 28-5-2016
734099727 20795.18 13:38:6 17-4-2016
850983377 27319.25 14:58:37 28-7-2016
143712451 58549.2 11:12:21 17-8-2016
344641690 38723.14 15:59:38 6-8-2016
76193898 56724.0 12:49:24 21-8-2016
448170058 34775.1 17:8:46 15-6-2016
266445609 56152.8 11:1:27 26-8-2016
451316148 80173.0 10:0:25 26-7-2016
518894000 34002.27 13:25:48 29-6-2016
447667670 47904.86 14:44:19 22-8-2016
620751123 32161.0 15:2:24 2-7-2016
910578967 36737.0 20:13:52 11-4-2016
756108933 135451.5 9:59:47 8-4-2016
925793987 33155.62 15:14:40 14-5-2016
538380517 144616.5 14:25:44 30-5-2016
192466367 57337.8 14:21:30 5-8-2016
208006972 26222.18 13:8:1 6-5-2016
935981990 46598.62 18:7:21 29-6-2016
880634370 80852.4 11:47:54 16-5-2016
410478872 28881.43 16:2:44 4-5-2016
208239203 77922.75 17:49:17 16-6-2016
827907551 49636.8 19:53:50 23-6-2016
660925908 115377.0 11:23:58 9-7-2016
37325183 35607.67 7:22:44 19-6-2016
55682784 26753.67 13:40:37 7-7-2016
785568134 54468.0 18:7:48 5-8-2016
315516892 41112.86 10:6:14 8-7-2016
598601133 32819.62 16:56:53 11-7-2016
136802199 28819.88 18:44:39 9-6-2016
168379389 121712.0 17:20:47 20-4-2016
493396246 27710.1 8:3:5 22-7-2016
252166373 26764.5 16:32:44 15-8-2016
988711785 24217.5 20:54:11 31-7-2016
272372549 21912.0 20:34:1 27-5-2016
326441278 58698.86 10:32:23 14-6-2016
84672662 57909.6 7:4:1 13-6-2016
105614819 223527.0 17:55:41 27-7-2016
858493317 39729.38 8:39:49 6-5-2016
325951979 49309.2 18:57:32 17-6-2016
446336083 25397.73 15:53:5 6-8-2016
852376705 75296.0 16:25:9 31-5-2016
197218548 30169.25 20:20:52 14-5-2016
616369142 31148.1 14:13:13 23-5-2016
681162567 46435.0 11:15:58 4-8-2016
677794287 42672.0 13:25:3 29-4-2016
51733832 34920.38 21:24:24 3-6-2016
27226581 146308.5 21:27:23 10-8-2016
293202195 155556.0 10:33:25 21-7-2016
298026398 26871.33 7:31:20 30-8-2016
547729164 26725.33 9:43:5 3-6-2016
853532589 26279.1 16:58:17 4-7-2016
294903465 68647.8 14:24:42 23-6-2016
927668196 42149.62 9:6:15 20-6-2016
143712451 58549.2 17:48:4 8-8-2016
943871305 18795.27 17:42:2 12-4-2016
85246458 26287.75 13:43:49 30-7-2016
162047625 26587.67 13:34:49 25-8-2016
762921312 49295.4 20:55:0 12-5-2016
251129923 32138.1 17:50:54 3-5-2016
886390481 47291.0 21:5:22 20-6-2016
858493317 39729.38 8:36:30 30-4-2016
229606785 75710.4 7:7:36 6-5-2016
67919554 50649.6 20:50:43 17-6-2016
837605868 87833.0 18:41:20 5-8-2016
697482391 21179.75 21:38:25 12-4-2016
507007420 23092.0 13:9:30 21-8-2016
530638605 52728.86 8:35:6 12-6-2016
76343717 70354.8 13:6:1 4-6-2016
764871238 61325.25 21:14:5 15-5-2016
36272816 32852.1 7:54:27 28-5-2016
935981990 46598.62 9:39:8 4-6-2016
598601133 32819.62 8:39:41 3-4-2016
907112592 24267.55 17:12:37 10-4-2016
814421611 53962.8 7:20:25 1-6-2016
116301342 79424.4 11:57:49 28-5-2016
599622970 24256.64 9:58:34 3-4-2016
599622970 24256.64 20:54:33 25-6-2016
175718637 43848.5 13:26:5 22-8-2016
799615741 124720.5 8:55:37 20-8-2016
13290950 23565.75 21:30:50 30-8-2016
162047625 26587.67 10:28:2 5-5-2016
472871874 34435.33 14:35:27 9-4-2016
509427215 68425.5 10:5:27 3-6-2016
667762060 151756.5 16:53:33 13-5-2016
621070327 49993.5 10:53:13 27-8-2016
280756754 27191.1 17:0:40 17-6-2016
260875067 32734.25 17:52:13 19-4-2016
722112534 39869.57 11:17:42 24-6-2016
929987158 74211.0 17:40:27 13-7-2016
938700356 56521.8 19:50:12 11-4-2016
851524601 33410.62 14:18:59 17-7-2016
208006972 26222.18 10:35:15 6-6-2016
