ID_CLIENTES ID_PRODUCTO HORACOMPRA FECHACOMPRA
85246458 3902 14:21:36 9-4-2016
977446763 6206 15:30:17 9-8-2016
993417775 1641 12:21:18 2-8-2016
734099727 8793 15:19:19 2-6-2016
192466367 5824 7:39:53 8-8-2016
454933185 1257 21:7:52 16-8-2016
427968857 9858 11:34:23 12-5-2016
667762060 3207 16:19:37 30-4-2016
14649719 9444 8:3:21 12-8-2016
366429983 2633 13:25:32 31-7-2016
121779435 7096 21:42:54 25-8-2016
764871238 9019 11:50:56 17-7-2016
780077761 5604 8:26:27 22-8-2016
282492515 3478 19:0:36 22-6-2016
262249447 3903 16:31:36 25-6-2016
935981990 8720 20:49:23 25-7-2016
874521832 1589 13:12:27 29-8-2016
454933185 3139 9:39:10 30-5-2016
387596345 2259 14:19:24 9-4-2016
891264501 2111 14:8:40 8-8-2016
270148450 5301 8:5:33 14-4-2016
89645969 2669 12:25:37 18-8-2016
299558099 9765 14:40:57 31-5-2016
739922818 1455 7:18:29 2-6-2016
609266062 5226 16:31:18 5-8-2016
843734302 1641 7:30:19 6-5-2016
294903465 9019 14:14:25 18-7-2016
263174066 3223 8:42:32 4-4-2016
938700356 6497 18:2:34 17-5-2016
677794287 6879 12:59:34 15-5-2016
995876190 1327 15:28:47 6-8-2016
446336083 9548 20:56:48 8-5-2016
447667670 5125 17:32:13 14-6-2016
780077761 3064 20:16:24 1-4-2016
976771785 3055 8:58:6 20-6-2016
366429983 9527 19:35:17 24-8-2016
521192972 4185 17:20:23 2-7-2016
737403418 5983 15:59:30 14-4-2016
255817939 3055 15:0:59 25-4-2016
322527202 2188 9:48:23 2-8-2016
792186887 3062 17:42:16 18-4-2016
677794287 7737 18:28:28 11-4-2016
728995345 6119 11:28:36 19-7-2016
521192972 5191 15:49:20 5-7-2016
116301342 1874 9:15:56 15-6-2016
260875067 9266 14:43:3 10-5-2016
565427280 8977 20:24:45 9-7-2016
378262174 8445 19:13:38 18-4-2016
293202195 4383 20:20:26 29-4-2016
15143964 6622 14:26:11 1-6-2016
67550462 9011 21:35:30 31-4-2016
805448701 7100 21:13:19 3-4-2016
972385532 9738 7:49:59 20-6-2016
457795714 9819 11:6:40 22-5-2016
477528259 2963 11:10:10 2-4-2016
162999178 1218 17:37:32 27-8-2016
91733142 5604 13:39:34 4-5-2016
710638287 2963 16:13:5 6-5-2016
907112592 8605 14:45:22 27-4-2016
104537961 4019 20:49:23 20-4-2016
682450428 1455 9:23:52 3-5-2016
952055933 8469 18:50:12 11-8-2016
392142738 3478 14:9:47 7-8-2016
898198206 3105 14:2:49 7-4-2016
910578967 1573 15:26:9 1-6-2016
83983974 4211 21:59:28 30-8-2016
966340097 4211 10:13:38 6-7-2016
544015698 1172 20:50:8 10-5-2016
507007420 9765 15:39:49 21-8-2016
154308667 5846 20:49:35 21-5-2016
246110039 8793 18:22:25 12-7-2016
982933297 3903 14:30:47 25-8-2016
493396246 6731 8:13:5 27-5-2016
510721647 9019 15:18:59 29-7-2016
104537961 3171 7:56:51 29-4-2016
814022397 2111 19:50:3 11-4-2016
547729164 3135 11:25:21 2-5-2016
138196873 5597 12:32:58 20-8-2016
469406952 6497 10:35:45 30-7-2016
948589048 1742 17:1:50 22-5-2016
764013444 9016 9:26:18 28-4-2016
756108933 1247 7:7:42 14-5-2016
557012457 1327 10:41:5 18-7-2016
958232470 8720 10:37:21 25-5-2016
263778187 2633 8:22:20 23-5-2016
457795714 9819 12:52:8 17-5-2016
70466517 1573 17:17:26 8-4-2016
822075465 9019 8:55:45 29-4-2016
518894000 4329 19:19:37 13-8-2016
550849424 1262 18:52:47 19-4-2016
156837155 7691 13:13:10 20-8-2016
858493317 1262 19:21:28 16-8-2016
732038119 7198 19:44:29 10-8-2016
138196873 3152 15:56:54 18-7-2016
95254148 1874 7:18:50 29-7-2016
762921312 8220 13:2:28 29-8-2016
745536637 4221 20:44:37 9-8-2016
11468720 2669 8:6:37 10-7-2016
267776193 3903 21:20:40 24-5-2016
954710357 6731 8:41:12 24-6-2016
91733142 3105 14:5:29 26-4-2016
768978534 2601 11:1:5 11-4-2016
977446763 9434 8:32:18 27-7-2016
764871238 8720 20:29:40 8-4-2016
995876190 1742 17:3:2 28-5-2016
305980798 6256 17:36:56 26-4-2016
299558099 7294 20:23:16 26-8-2016
382820573 8469 9:33:19 6-8-2016
537169150 9815 13:31:29 12-7-2016
317928559 7897 20:53:16 7-4-2016
428585639 9904 14:42:3 6-7-2016
69861755 1413 10:6:16 28-4-2016
498922959 3467 16:19:33 18-8-2016
508746586 9904 7:45:5 13-5-2016
768978534 8605 15:41:19 3-5-2016
570031242 3846 12:9:10 3-8-2016
729984981 4481 8:1:53 23-8-2016
530638605 3207 9:24:31 18-5-2016
387596345 9819 7:20:36 16-8-2016
308050897 5191 20:34:50 25-8-2016
798395644 9011 10:17:31 5-4-2016
941001255 2963 7:8:28 26-6-2016
263778187 7096 14:55:42 1-5-2016
50662782 4271 13:36:17 25-6-2016
352946993 2963 15:25:34 2-6-2016
445888697 1493 20:5:37 16-7-2016
930016604 5170 8:44:52 18-7-2016
95254148 5170 12:8:55 11-6-2016
317928559 9099 9:18:47 25-7-2016
229606785 3846 12:18:24 18-5-2016
522781145 5122 8:45:38 30-4-2016
518024185 6622 14:35:44 21-4-2016
664303436 8793 17:34:7 15-4-2016
952055933 6070 9:47:32 6-6-2016
734099727 1503 9:36:50 3-7-2016
378262174 2347 12:46:37 16-6-2016
557012457 3756 19:21:10 23-6-2016
814421611 3797 17:42:42 6-7-2016
837605868 7095 21:53:59 11-7-2016
523970465 2588 8:39:12 17-8-2016
37644902 9555 13:15:41 29-8-2016
762921312 3746 12:52:3 27-5-2016
320355944 7395 8:22:50 14-6-2016
188381152 7395 20:39:7 26-7-2016
756108933 7236 20:27:10 31-8-2016
252166373 9266 18:11:36 3-7-2016
156837155 8605 15:51:18 25-5-2016
398934813 5237 15:31:24 29-5-2016
477528259 4883 11:16:20 13-7-2016
686645356 1455 7:42:32 2-8-2016
447667670 8977 21:43:33 26-8-2016
267776193 7197 9:11:53 18-4-2016
507007420 3223 13:44:48 27-6-2016
737403418 4749 21:48:3 29-4-2016
266445609 5597 16:43:54 18-8-2016
966363244 7176 9:18:27 22-8-2016
924635414 5983 8:20:35 3-6-2016
189548986 6863 14:11:18 29-5-2016
584762873 8545 11:58:40 23-5-2016
104589104 7243 11:7:43 20-5-2016
852376705 9073 19:58:35 4-4-2016
324038869 5811 7:10:7 7-8-2016
380596688 7897 16:14:5 24-8-2016
970550504 6879 10:23:53 10-5-2016
970550504 3155 20:37:36 20-6-2016
850983377 6567 8:28:21 4-6-2016
50662782 5307 12:25:21 6-4-2016
434888064 8355 8:23:23 7-4-2016
736072241 8874 14:26:43 20-6-2016
522781145 5846 9:39:35 16-4-2016
845999139 8925 8:20:8 25-6-2016
296913860 8445 9:28:38 14-4-2016
428585639 8052 21:38:46 8-6-2016
364867853 4481 8:23:23 6-6-2016
410353269 6340 12:10:54 17-8-2016
349003500 3351 15:30:5 24-5-2016
561109566 9099 10:46:43 31-7-2016
411650789 1641 18:2:24 20-4-2016
742953713 4449 21:58:13 10-7-2016
509427215 6736 12:1:49 21-6-2016
544040500 6340 15:9:29 24-5-2016
812716020 7236 19:12:26 3-8-2016
61064435 7631 21:6:7 18-5-2016
74662918 4235 21:5:10 15-5-2016
537393749 4271 12:2:0 20-6-2016
85246458 7198 16:51:50 17-6-2016
765313223 8771 7:32:44 9-8-2016
244509074 2347 21:47:32 10-6-2016
135991380 1589 12:35:13 3-7-2016
732038119 4235 15:42:14 4-4-2016
589137258 5604 16:33:25 12-7-2016
37292591 3223 10:54:43 5-4-2016
524488624 6622 7:6:9 23-7-2016
544040500 2689 10:13:49 8-6-2016
677387640 8793 12:20:23 20-7-2016
589137258 8605 7:26:11 10-6-2016
2743878 5158 19:15:31 2-8-2016
246110039 8925 11:18:3 25-5-2016
854828102 8925 16:3:20 7-5-2016
677794287 8510 20:42:15 13-5-2016
439424999 4544 16:35:35 7-5-2016
609266062 5846 8:52:12 19-6-2016
974000779 3809 8:16:55 26-6-2016
814421611 8720 18:37:18 23-8-2016
544099704 9317 9:3:38 7-8-2016
993417775 1247 14:17:5 9-5-2016
983820238 4625 15:1:34 26-5-2016
707582085 3746 13:16:40 27-4-2016
208006972 1218 18:9:58 30-5-2016
652118007 1010 11:41:5 1-8-2016
281064503 6545 7:15:24 18-6-2016
450042786 7096 18:51:41 19-7-2016
445888697 1742 15:29:51 9-4-2016
899291762 1247 7:3:0 15-5-2016
60949477 9011 14:57:17 27-4-2016
492274431 3797 17:59:18 28-5-2016
872883605 7395 21:25:18 7-8-2016
411650789 2689 14:33:24 3-6-2016
333759523 5846 18:54:55 2-6-2016
35873879 4372 8:4:26 8-5-2016
337696452 9016 21:32:47 16-5-2016
456569200 6497 8:47:54 2-4-2016
45105376 6865 18:47:16 13-6-2016
122983070 1314 16:11:39 13-6-2016
728995345 3467 14:14:17 8-8-2016
153671046 6019 9:55:15 1-4-2016
435518953 8793 10:6:44 20-6-2016
406847535 2426 13:41:52 3-7-2016
145588642 7325 18:12:46 10-7-2016
382820573 4329 14:1:15 24-6-2016
416088463 7171 10:42:19 9-4-2016
36272816 9434 14:16:55 19-8-2016
707582085 4544 7:24:1 4-4-2016
899291762 3467 20:20:43 6-5-2016
706930802 1589 20:32:42 30-6-2016
672993275 7197 21:9:17 18-6-2016
864222275 7724 21:26:40 28-8-2016
935174101 2188 16:33:32 15-8-2016
619971072 4190 10:39:45 11-7-2016
806090411 4481 19:1:10 29-7-2016
739922818 6863 10:47:0 6-6-2016
12585512 3782 21:48:25 9-7-2016
738182856 7176 18:55:44 15-6-2016
95254148 9904 19:22:5 17-7-2016
737403418 5122 15:13:16 22-4-2016
910578967 1641 7:19:28 7-8-2016
811264095 1503 20:57:22 19-4-2016
407967780 9011 19:49:19 30-8-2016
91733142 1172 17:3:22 7-6-2016
121899525 7631 20:36:15 25-7-2016
982979761 4211 8:19:30 2-4-2016
764013444 9099 18:53:38 23-4-2016
995428027 8084 8:14:52 13-6-2016
442566640 5846 10:11:8 31-8-2016
260875067 5191 14:40:52 1-6-2016
630694025 6863 11:15:54 1-4-2016
708542930 3746 7:11:21 18-4-2016
229606785 3139 11:38:31 22-8-2016
620751123 5191 16:8:42 20-7-2016
132218319 4235 13:26:27 28-6-2016
577887086 6731 20:48:22 6-6-2016
774770034 2220 21:17:27 18-6-2016
737403418 4449 11:48:10 31-6-2016
822075465 5125 11:32:29 17-4-2016
76343717 5191 10:46:57 16-7-2016
387596345 4271 8:16:47 29-6-2016
267776193 9016 21:30:19 27-5-2016
630694025 7243 9:3:25 14-7-2016
95345995 9266 20:46:20 29-7-2016
633115998 3746 9:12:52 18-7-2016
111567748 2601 7:46:52 27-7-2016
558836795 5846 18:51:42 11-4-2016
715425137 5126 15:48:3 19-5-2016
457831680 8510 8:58:45 15-7-2016
708542930 9434 18:37:51 11-4-2016
135929715 3155 14:3:57 24-8-2016
715425137 3049 14:14:0 10-5-2016
325951979 1297 10:30:52 27-8-2016
111567748 9444 8:48:51 26-4-2016
572462874 2347 17:47:1 9-4-2016
599622970 9063 14:33:30 25-8-2016
192466367 1172 18:40:10 16-5-2016
508746586 5226 14:24:7 3-8-2016
650586950 7413 8:5:21 17-4-2016
179466460 8720 20:26:48 24-8-2016
138196873 4544 13:36:1 3-7-2016
104487583 7319 9:40:32 23-5-2016
650586950 5239 15:19:52 2-6-2016
906479030 7413 7:10:18 15-6-2016
344641690 1413 9:18:44 3-7-2016
111578518 2111 20:42:9 30-7-2016
798395644 7107 10:53:14 2-8-2016
938700356 2259 17:55:48 17-8-2016
672993275 1247 9:47:47 17-4-2016
805448701 3902 19:40:16 8-4-2016
729984981 7897 21:12:28 6-8-2016
527573582 7319 20:26:41 1-7-2016
20984665 6863 10:39:2 6-7-2016
745536637 6865 20:1:21 23-4-2016
79363998 8919 17:16:34 8-8-2016
941001255 6109 7:37:51 2-6-2016
707582085 7107 14:19:17 15-5-2016
700394232 7197 10:56:35 25-8-2016
969717552 7096 8:41:8 26-6-2016
708542930 1010 14:55:55 5-5-2016
672993275 8720 17:44:6 25-4-2016
886390481 5239 9:13:39 14-8-2016
208006972 3815 11:51:13 7-8-2016
756108933 9444 10:47:20 18-5-2016
387596345 9016 8:37:10 25-8-2016
441207332 2601 21:13:52 21-5-2016
976771785 7724 11:14:45 17-7-2016
135929715 9527 14:11:10 6-8-2016
244509074 1742 16:49:8 26-4-2016
974000779 4883 20:14:4 14-7-2016
684672149 5983 7:54:48 17-6-2016
568719132 2885 12:30:56 15-6-2016
553441146 1314 13:24:12 22-7-2016
484859093 4544 18:50:40 20-4-2016
684672149 1742 9:57:36 10-4-2016
448170058 1247 13:30:25 14-7-2016
573886783 3782 21:24:29 25-7-2016
167555857 7100 15:35:33 29-5-2016
738182856 2633 21:15:29 8-8-2016
561109566 8445 8:56:38 7-6-2016
525027948 3062 18:45:37 8-8-2016
419074655 4221 12:17:38 26-5-2016
448170058 9548 13:26:11 17-5-2016
966043795 3902 20:23:19 19-8-2016
532788298 2571 14:53:37 19-4-2016
372958696 3593 9:58:21 27-8-2016
61064435 7691 21:11:55 26-7-2016
419400527 3467 15:44:26 1-6-2016
871145392 5237 15:20:57 15-6-2016
349003500 9819 14:1:48 11-4-2016
305463999 1995 21:3:46 15-7-2016
157003269 9131 20:41:50 30-8-2016
208006972 1327 10:5:29 12-4-2016
246110039 4625 16:14:15 21-4-2016
27165538 9655 12:15:58 10-6-2016
785568134 3152 9:37:0 21-5-2016
852376705 2885 8:24:29 24-7-2016
179466460 7236 7:47:22 28-7-2016
570031242 8119 17:31:5 15-8-2016
410353269 2633 7:7:23 10-4-2016
305980798 2633 8:38:28 5-8-2016
966363244 9765 10:16:1 3-7-2016
907112592 4883 13:45:31 10-7-2016
229606785 8445 18:18:58 15-6-2016
246110039 3049 17:16:44 19-8-2016
18415605 4329 16:59:57 1-6-2016
197218548 5239 21:56:48 9-4-2016
439424999 7325 21:23:20 12-5-2016
856655617 8638 16:20:26 24-8-2016
708542930 9904 14:29:45 1-4-2016
920985775 8919 13:34:43 13-5-2016
835952330 1413 17:27:16 5-6-2016
544015698 3782 21:53:12 6-7-2016
858363696 4625 15:50:52 29-8-2016
774770034 6736 16:37:15 16-6-2016
322527202 1503 20:8:40 8-8-2016
509427215 4185 14:56:16 18-4-2016
166583289 1641 16:49:26 13-7-2016
652118007 6070 20:4:15 19-8-2016
677387640 6646 20:34:40 23-7-2016
76312011 6753 18:46:4 29-5-2016
140763639 9073 9:40:29 17-4-2016
457795714 9016 14:13:52 24-5-2016
787780386 5916 7:21:6 15-5-2016
872883605 6109 8:43:42 26-7-2016
105614819 8793 11:42:40 28-8-2016
819498998 2601 7:26:40 16-5-2016
133941632 3351 16:37:35 14-7-2016
67919554 5301 9:12:13 31-4-2016
267776193 6256 11:14:11 15-8-2016
972385532 2426 15:22:34 16-8-2016
544015698 6731 10:36:48 16-4-2016
325495892 9063 13:30:38 24-4-2016
208239203 9738 11:2:35 11-8-2016
313673816 3152 8:22:7 31-8-2016
954710357 2633 12:21:16 29-8-2016
492274431 6561 20:9:27 23-7-2016
2743878 7095 12:25:35 15-4-2016
921740715 7319 18:12:30 17-7-2016
677794287 4625 15:44:31 25-8-2016
45105376 4544 16:3:19 11-7-2016
722112534 5126 7:46:18 23-6-2016
935340252 8869 19:48:6 10-4-2016
703765028 2689 8:41:20 28-7-2016
60949477 3846 20:22:16 25-5-2016
544040500 4235 12:22:20 24-5-2016
703765028 1742 15:48:5 7-5-2016
359887841 9099 11:31:59 27-6-2016
135991380 8510 9:42:16 18-7-2016
640440716 2571 11:31:45 21-7-2016
756108933 7294 18:45:48 11-8-2016
421247354 8391 11:58:50 2-8-2016
764871238 2220 8:48:25 29-7-2016
27226581 5237 17:9:53 24-4-2016
978649796 8220 7:31:21 14-6-2016
347003257 1172 7:46:52 10-4-2016
746181993 7096 9:21:37 4-4-2016
60949477 8391 20:6:17 3-8-2016
799615741 9073 8:51:56 27-5-2016
299558099 6736 7:15:21 28-5-2016
504825762 3593 18:49:5 8-4-2016
827907551 4383 11:58:45 17-7-2016
966340097 6622 10:41:9 7-8-2016
609266062 9655 21:14:11 18-7-2016
11468720 7737 7:59:52 28-7-2016
537393749 3351 15:7:27 19-7-2016
477528259 7897 8:54:27 18-6-2016
61064435 5983 19:25:59 1-6-2016
640440716 1257 16:17:49 26-4-2016
507007420 9548 12:58:41 8-4-2016
898198206 3135 15:47:36 15-4-2016
176921728 7395 11:25:31 4-6-2016
75991501 8510 15:9:57 12-8-2016
805448701 8545 14:19:40 27-8-2016
672993275 7395 13:55:9 3-7-2016
342716648 8605 7:38:5 17-6-2016
45105376 6256 16:27:46 12-4-2016
130362238 9063 19:47:27 19-8-2016
50662782 3593 10:19:52 8-7-2016
342716648 3809 16:23:25 11-7-2016
82049619 7107 17:27:32 24-6-2016
226503092 9317 17:29:19 20-5-2016
263778187 9819 11:13:55 19-5-2016
914518310 5824 16:22:16 18-7-2016
434888064 8771 10:32:21 2-8-2016
513195925 7096 15:14:46 16-8-2016
434888064 9904 9:46:15 2-6-2016
451316148 3902 9:27:1 22-7-2016
920985775 9081 15:20:17 5-4-2016
122983070 7894 11:4:12 24-7-2016
732954929 8771 17:42:15 30-7-2016
812716020 4883 11:44:51 17-5-2016
880634370 7176 13:16:42 12-6-2016
305980798 7325 20:31:17 18-5-2016
641552758 4625 9:26:27 23-5-2016
189548986 3756 20:7:18 5-6-2016
435518953 1874 13:40:12 12-6-2016
445888697 7057 21:51:7 10-6-2016
542448786 2259 10:45:24 13-8-2016
596381290 1864 14:35:28 16-7-2016
864222275 7243 19:49:29 11-5-2016
633115998 1257 14:57:39 15-4-2016
649631912 9527 10:23:8 31-7-2016
762921312 9011 15:5:55 26-8-2016
843477294 8355 20:43:8 30-4-2016
360278518 7171 9:12:50 4-5-2016
37644902 8771 15:15:23 5-5-2016
40096693 9131 19:22:20 26-5-2016
667858938 7096 13:58:3 2-8-2016
441207332 8084 9:28:43 13-5-2016
241380343 9434 20:54:55 2-7-2016
3919365 3207 21:8:57 9-8-2016
6062402 1314 15:35:28 26-6-2016
410353269 9131 21:3:56 26-6-2016
121779435 9858 9:25:40 23-6-2016
226503092 1314 10:56:32 31-4-2016
276565936 4408 15:12:4 17-5-2016
419400527 8771 16:49:48 3-5-2016
996623439 7305 15:44:25 30-5-2016
476831348 4481 19:44:42 27-5-2016
312283733 9266 19:21:17 30-4-2016
542448786 5643 10:56:25 23-4-2016
138196873 8919 16:11:43 14-5-2016
159179846 7107 10:10:8 10-6-2016
232327282 9016 11:2:43 26-6-2016
465819686 8052 18:21:34 23-4-2016
176921728 3467 10:13:3 8-5-2016
67919554 2259 9:44:57 16-6-2016
728995345 9063 12:21:23 18-5-2016
874521832 8193 17:31:41 14-8-2016
435521936 3223 14:39:4 18-4-2016
527573582 8469 21:46:58 26-7-2016
406847535 3049 9:8:14 20-4-2016
158397838 8193 10:31:4 11-4-2016
974000779 7306 19:0:14 7-6-2016
157003269 5237 17:8:23 31-7-2016
493396246 8355 7:29:48 17-6-2016
863154562 6863 13:58:33 5-4-2016
677794287 4185 13:58:7 2-4-2016
226503092 3155 17:42:2 9-6-2016
930016604 1493 13:47:33 9-5-2016
260875067 3593 20:3:9 8-5-2016
843477294 9131 9:58:53 5-5-2016
516618976 3055 19:10:13 6-8-2016
30522615 3746 11:22:49 22-6-2016
910602459 9073 16:9:41 29-5-2016
37325183 2601 14:6:40 21-4-2016
777909525 8119 11:54:9 24-6-2016
299558099 6019 16:0:45 2-5-2016
874521832 6070 7:29:54 12-4-2016
259650655 8919 21:55:44 21-6-2016
273242047 6865 8:34:37 14-7-2016
133941632 5126 16:49:31 31-7-2016
154308667 6019 10:6:58 18-8-2016
6062402 4449 20:40:1 1-8-2016
324038869 9815 13:45:45 18-4-2016
822881739 3064 15:59:10 25-7-2016
958232470 9131 20:15:17 20-4-2016
108517504 3049 21:29:50 10-5-2016
708542930 9099 14:41:15 17-8-2016
853532589 7897 20:47:21 10-7-2016
697482391 1314 18:49:36 26-8-2016
398934813 7171 10:51:1 2-7-2016
649631912 6497 8:48:56 3-4-2016
229606785 1641 21:54:35 21-7-2016
501965937 7912 12:43:27 14-4-2016
540039024 6879 16:30:5 19-6-2016
954710357 9063 16:22:39 27-8-2016
978649796 2601 17:45:0 13-6-2016
818605792 7912 10:12:34 18-7-2016
241380343 9131 8:55:5 6-4-2016
521192972 8084 7:41:8 7-5-2016
664303436 4544 20:30:31 7-6-2016
739922818 5226 15:47:7 27-7-2016
135929715 9655 15:34:20 12-7-2016
154308667 7894 10:40:39 1-7-2016
544040500 8469 16:56:39 4-4-2016
282492515 9904 10:26:52 22-8-2016
930016604 4221 9:17:32 30-7-2016
333759523 4235 14:1:49 11-7-2016
14649719 7325 7:15:37 27-5-2016
532788298 8771 14:52:19 20-7-2016
251129923 8869 11:42:52 21-7-2016
281064503 4749 9:8:41 5-6-2016
428585639 4372 21:7:43 7-8-2016
794859839 7413 14:58:53 8-7-2016
82341547 6256 16:51:24 3-7-2016
616369142 8638 18:25:37 15-7-2016
208239203 8771 12:22:13 4-6-2016
154308667 4019 12:15:54 29-7-2016
76193898 7107 15:44:25 20-8-2016
925793987 7243 20:49:11 5-5-2016
740469066 9434 18:44:3 2-7-2016
208239203 4584 15:53:14 8-4-2016
356515542 8946 11:35:9 9-5-2016
734099727 8919 19:41:22 25-6-2016
123197691 3593 15:54:4 26-8-2016
67550462 7894 20:19:9 22-5-2016
843477294 5846 14:1:3 16-4-2016
188381152 2669 14:24:30 19-8-2016
907112592 1995 13:28:1 14-6-2016
966363244 1314 18:3:55 31-6-2016
272372549 1503 14:39:47 16-4-2016
420855802 5604 7:48:35 21-5-2016
509427215 1503 19:38:3 30-4-2016
322527202 2669 12:28:39 23-5-2016
93906401 9815 12:29:33 12-8-2016
507007420 1327 17:24:26 2-7-2016
811264095 6070 9:22:13 30-4-2016
732954929 4190 18:15:44 1-4-2016
129543927 8391 11:43:33 25-6-2016
927668196 4481 20:57:10 27-7-2016
960272512 3152 17:15:18 26-7-2016
952055933 4408 21:31:11 31-5-2016
706930802 2188 19:46:23 1-4-2016
923939346 3756 20:48:45 12-4-2016
53714374 3782 13:3:8 6-6-2016
69299210 5301 17:21:58 5-4-2016
787780386 1327 19:44:33 23-7-2016
906479030 3478 13:42:3 31-7-2016
270148450 7096 16:39:18 17-8-2016
598242496 3478 19:57:6 7-5-2016
532788298 3055 8:35:32 20-7-2016
982933297 4449 13:41:20 26-4-2016
465819686 9655 9:6:27 14-8-2016
417760592 1742 18:0:56 11-8-2016
928123820 4449 20:4:11 25-8-2016
447667670 8469 10:59:1 25-5-2016
856655617 3139 20:1:0 27-7-2016
105614819 7096 9:50:2 24-5-2016
457831680 5811 17:53:47 18-7-2016
76343717 3593 13:13:43 2-4-2016
262249447 7095 9:21:58 27-5-2016
336760315 1874 16:23:54 3-5-2016
586717466 9819 21:44:5 15-8-2016
61064435 6753 13:52:30 5-6-2016
